Lectin Name,Short Names,UniProt ID,PDB IDs,LfDB IDs,Monosaccharide Specificities,Species,Taxonomy ID,MCAW IDs
Pyosin/cloacin_T_dom domain-containing protein,,Q6D6L3,"[""3MFB""]",,,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),218491,
Receptor-like protein kinase ANXUR1,,Q9SR05,"[""5Y96"",""6A5A"",""6FIG""]",,,Arabidopsis thaliana,3702,
Receptor-like serine/threonine-protein kinase SD1-6,,Q9S972,,,,Arabidopsis thaliana,3702,
Receptor-like serine/threonine-protein kinase SD1-7,,Q39086,,,,Arabidopsis thaliana,3702,
Receptor-like serine/threonine-protein kinase SD1-8,,O81905,,,,Arabidopsis thaliana,3702,
Regenerating islet-derived protein 3-alpha,,Q06141,"[""1UV0"",""2GO0"",""4MTH""]",,,Homo sapiens,9606,
Retaining alpha-galactosidase,,Q8A6L0,"[""3A24"",""5E1Q""]",,,Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50),226186,
Rhamnogalacturonate lyase,,Q8RJP2,,,,Dickeya dadantii (strain 3937),198628,
Rhamnogalacturonate lyase A,,Q5AX45,,,,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139),227321,
Rhamnogalacturonate lyase A,,Q00019,"[""1NKG"",""2XHN"",""3NJV"",""3NJX""]",,,Aspergillus aculeatus,5053,
Rhamnogalacturonate lyase A (Fragment),,Q8NJK5,,,,Aspergillus niger,5061,
Rhamnogalacturonate lyase B,,Q5AZ85,,,,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139),227321,
Rhamnose-binding lectin,,Q9PVW8,,,,Silurus asotus,30991,
Rheacalcin-1,,P84617,,,,Rhea americana,8797,
Rheacalcin-2,,P84618,,,,Rhea americana,8797,
Ribose-5-phosphate isomerase,,P47968,,,,Mus musculus,10090,
Ribose-5-phosphate isomerase A,,B2T3F4,,,,Paraburkholderia phytofirmans (strain DSM 17436 / LMG 22146 / PsJN),398527,
Ribose-phosphate pyrophosphokinase 1,,P60892,,,,Rattus norvegicus,10116,
Ribose-phosphate pyrophosphokinase 2,,P09330,,,,Rattus norvegicus,10116,
Ribose-phosphate pyrophosphokinase 2,,Q9CS42,,,,Mus musculus,10090,
Ribose-phosphate pyrophosphokinase 2,,P11908,,,,Homo sapiens,9606,
Ribosome-inactivating protein,,Q9AVR2,"[""1HWM"",""1HWN"",""1HWO"",""1HWP""]",,,Sambucus ebulus,28503,
Ribosome-inactivating protein PMRIPm,,Q9M654,,,,Polygonatum multiflorum,45371,
Ribosome-inactivating protein PMRIPt,,Q9M653,,,,Polygonatum multiflorum,45371,
Ribosome-inactivating protein SNAI,,Q41358,,,,Sambucus nigra,4202,
Ribosome-inactivating protein SNAI',,P93543,,,,Sambucus nigra,4202,
Ribosome-inactivating protein SNAIf,,O22415,,,,Sambucus nigra,4202,
Ribosome-inactivating protein gelonin,,P33186,"[""3KTZ"",""3KU0""]",,,Suregada multiflora,3979,
Ribulose-phosphate 3-epimerase,,Q8VEE0,,,,Mus musculus,10090,
Ricin,"[""RCA I"",""RCA120""]",P02879,"[""1BR5"",""1BR6"",""1IFS"",""1IFT"",""1IFU"",""1IL3"",""1IL4"",""1IL5"",""1IL9"",""1J1M"",""1OBS"",""1OBT"",""1RTC"",""1UQ4"",""1UQ5"",""2AAI"",""2P8N"",""2PJO"",""2R2X"",""2R3D"",""2VC3"",""2VC4"",""3EJ5"",""3HIO"",""3LC9"",""3MK9"",""3PX8"",""3PX9"",""3RTI"",""3RTJ"",""3SRP"",""4ESI"",""4HUO"",""4HUP"",""4HV3"",""4HV7"",""4IMV"",""4KUC"",""4LGP"",""4LGR"",""4LGS"",""4LHJ"",""4LHQ"",""4MX1"",""4MX5"",""4Q2V"",""4Z9K"",""5BOZ"",""5DDZ"",""5E1H"",""5GU4"",""5J56"",""5J57"",""5SV3"",""5U4L"",""5U4M"",""6CWG"",""6OBC"",""6OBE"",""6OBG"",""6OBM"",""6OBO"",""6OCA"",""6OCD"",""6URW"",""6URX"",""6URY"",""7KBI"",""7KBK"",""7KC9"",""7KD0"",""7KD2"",""7KDM"",""7KDU""]","[""LfDB0231""]","[""Gal""]",Ricinus communis,3988,
Ricin B lectin,,A3DD67,"[""3VSF"",""3VSZ"",""3VT0"",""3VT1"",""3VT2""]",,,Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),203119,
Ricin B-like lectin,,B2ZRS9,"[""3NBC"",""3NBD"",""3NBE""]",,,Clitocybe nebularis,117024,"[""1679"",""1682"",""1684"",""1685"",""1692"",""1693"",""1695"",""1696"",""1697""]"
Ricin B-like lectin,,F6KMV5,"[""4ION"",""4IYB"",""4IZX"",""4J2S""]",,,Macrolepiota procera,56183,
Ricin B-like lectin EULS3,,Q945P1,,,,Arabidopsis thaliana,3702,
Ricin B-like lectin R40C1,,Q10M12,,,,Oryza sativa subsp. japonica,39947,
Ricin B-like lectin R40G2,,Q6Z4N6,,,,Oryza sativa subsp. japonica,39947,
Ricin B-like lectin R40G3,,Q6Z4N4,,,,Oryza sativa subsp. japonica,39947,
Ricin B-related lectin,,Q75WT9,"[""3PHZ"",""5MUA""]",,,Polyporus squamosus,5640,"[""2724""]"
Ricin-type beta-trefoil lectin domain containing protein,,N9TFI9,"[""6IFA"",""6IFB""]",,,Entamoeba histolytica HM-1:IMSS-A,885318,
Ricin-type beta-trefoil lectin domain-containing protein,,L8WGI4,"[""4G9M"",""4G9N""]",,,Thanatephorus cucumeris (strain AG1-IA),983506,
Ripening-associated protein,"[""BanLec""]",O22321,"[""2BMY"",""2BMZ"",""2BN0"",""4PIF"",""4PIK"",""4PIT"",""4PIU"",""5EXG""]","[""LfDB0149""]","[""Glc"",""Man""]",Musa acuminata,4641,
Root-specific lectin,,P15312,,,,Hordeum vulgare,4513,
S-layer protein B,,A4YHQ9,,,,Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2),399549,
Salt stress-induced protein,,A2WPN7,"[""5GVY""]",,,Oryza sativa subsp. indica,39946,
Salt stress-induced protein,,Q0JMY8,"[""5XFH""]",,,Oryza sativa subsp. japonica,39947,
Schwann cell myelin protein,,Q92154,,,,Coturnix japonica,93934,
Scytovirin,,P86041,"[""2JMV"",""2QSK"",""2QT4""]",,,Scytonema varium,423208,
Secreted beta-glucosidase sun1,,Q4WGL5,,,,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100),330879,
Secretory phospholipase A2 receptor,,P49259,,,,Bos taurus,9913,
Secretory phospholipase A2 receptor,,Q5R880,,,,Pongo abelii,9601,
Secretory phospholipase A2 receptor,,Q13018,"[""6JLI""]",,,Homo sapiens,9606,
Secretory phospholipase A2 receptor,,P49260,,,,Oryctolagus cuniculus,9986,
Secretory phospholipase A2 receptor,,Q62028,,,,Mus musculus,10090,
Seed agglutinin 1,,Q41162,,,,Robinia pseudoacacia,35938,
Seed agglutinin 2,,Q41161,,,,Robinia pseudoacacia,35938,
Seed lectin,,P81371,"[""4U2A"",""4U36"",""4WV8"",""4XTM"",""4XTP"",""4XXA""]",,,Vatairea macrocarpa,77050,
Seed lectin,,P86893,,,,Vatairea guianensis,948959,
Seed lectin (Fragments),,U3KRF8,"[""4HR6""]",,,Trichosanthes anguina,50544,
Seed lectin alpha chain,,P86352,"[""3IPV"",""4M3C""]",,,Spatholobus parviflorus,132465,
Seed lectin beta chain,,P86353,"[""3IPV"",""4M3C""]",,,Spatholobus parviflorus,132465,
Seed lectin subunit I,"[""DBA"",""DBL""]",P05045,"[""1BJQ"",""1LU1"",""1LU2""]","[""LfDB0174""]","[""Gal"",""GalNAc""]",Vigna unguiculata subsp. cylindrica,3840,
Seed leukoagglutinin,,P0DKL3,"[""1DBN""]",,,Maackia amurensis,37501,
Serum amyloid P-component,,P02743,"[""1GYK"",""1LGN"",""1SAC"",""2A3W"",""2A3X"",""2A3Y"",""2W08"",""3D5O"",""3KQR"",""4AVS"",""4AVT"",""4AVV"",""4AYU""]",,,Homo sapiens,9606,
Serum amyloid P-component,,P07629,,,,Mesocricetus auratus,10036,
Serum amyloid P-component,,P23680,,,,Rattus norvegicus,10116,
Serum amyloid P-component,,Q3T004,,,,Bos taurus,9913,
Serum amyloid P-component,,O19063,,,,Sus scrofa,9823,
Serum amyloid P-component,,P12246,,,,Mus musculus,10090,
Serum amyloid P-component (Fragment),,P86693,,,,Salmo salar,8030,
Serum amyloid P-component (Fragment),,P86695,,,,Hippoglossus hippoglossus,8267,
Serum amyloid P-component (Fragment),,P19095,,,,Mustelus canis,7812,
Serum amyloid P-component (Fragment),,P86694,,,,Anarhichas lupus,8204,
Serum amyloid P-component (Fragment),,P20677,,,,Pleuronectes platessa,8262,
Shiga toxin subunit A,,Q9FBI2,"[""1DM0"",""1R4Q""]",,,Shigella dysenteriae,622,
Shiga-like toxin 1 subunit B,,P69178,"[""1D1K"",""2C5C""]",,,Bacteriophage H30,12371,
Shiga-like toxin 1 subunit B,,P69179,"[""1BOS"",""1C48"",""1C4Q"",""1CQF"",""1CZG"",""1CZW"",""1D1I"",""1QNU"",""2XSC"",""4ULL""]",,,Enterobacteria phage H19B,69932,
Shiga-like toxin 2 subunit B,,P09386,"[""1R4P"",""2GA4"",""6FE4""]",,,Escherichia phage 933W,10730,
Sialic acid-binding Ig-like lectin 10,,Q80ZE3,,,,Mus musculus,10090,
Sialic acid-binding Ig-like lectin 10,,Q96LC7,,,,Homo sapiens,9606,"[""5400""]"
Sialic acid-binding Ig-like lectin 11,,Q96RL6,,,,Homo sapiens,9606,
Sialic acid-binding Ig-like lectin 12,,Q95LH0,,,,Pan troglodytes,9598,
Sialic acid-binding Ig-like lectin 12,,Q96PQ1,,,,Homo sapiens,9606,
Sialic acid-binding Ig-like lectin 13,,Q64JA4,,,,Pan troglodytes,9598,
Sialic acid-binding Ig-like lectin 14,,Q08ET2,,,,Homo sapiens,9606,
Sialic acid-binding Ig-like lectin 16,,A6NMB1,,,,Homo sapiens,9606,
Sialic acid-binding Ig-like lectin 5,,O15389,"[""2ZG1"",""2ZG2"",""2ZG3""]",,,Homo sapiens,9606,
Sialic acid-binding Ig-like lectin 6,,O43699,,,,Homo sapiens,9606,
Sialic acid-binding Ig-like lectin 7,,Q9Y286,"[""1NKO"",""1O7S"",""1O7V"",""2DF3"",""2G5R"",""2HRL""]",,,Homo sapiens,9606,"[""1976"",""5378"",""5388""]"
Sialic acid-binding Ig-like lectin 8,,Q9NYZ4,"[""2N7A"",""2N7B""]",,,Homo sapiens,9606,
Sialic acid-binding Ig-like lectin 9,,Q9Y336,,,,Homo sapiens,9606,
Sialic acid-binding lectin,,P18839,,,,Rana japonica,8402,
Sialoadhesin,,Q9BZZ2,,,,Homo sapiens,9606,
Sialoadhesin,,A7LCJ3,,,,Sus scrofa,9823,
Sialoadhesin,,Q62230,"[""1OD7"",""1OD9"",""1ODA"",""1QFO"",""1QFP"",""1URL"",""2BVE""]",,,Mus musculus,10090,
Signal transducer CD24,,Q07490,,,,Rattus norvegicus,10116,
Signal transducer CD24,,P24807,,,,Mus musculus,10090,
Snaclec coagulation factor X-activating enzyme light chain 2 (Fragment),,Q7LZ24,,,,Vipera aspis aspis,194601,
Snaclec jerdonuxin subunit alpha,,E2DQZ6,,,,Protobothrops jerdonii,242841,
Snaclec jerdonuxin subunit beta,,E2DQZ5,,,,Protobothrops jerdonii,242841,
Snaclec subunit B,,Q09GK0,,,,Philodryas olfersii,120305,
Sorbitol dehydrogenase,,Q00796,"[""1PL6"",""1PL7"",""1PL8""]",,,Homo sapiens,9606,
Sorbitol operon regulator,,P37078,"[""2W48""]",,,Klebsiella pneumoniae,573,
Sperm receptor for egg jelly,,Q26627,,,,Strongylocentrotus purpuratus,7668,
Spike glycoprotein,,P36334,"[""7M51""]",,,Human coronavirus OC43,31631,
Spike glycoprotein,,Q696P8,"[""6NZK"",""6OHW""]",,,Human coronavirus OC43,31631,
Spike glycoprotein,,A0A1Z2WUW0,"[""6QFY""]",,,Porcine hemagglutinating encephalomyelitis virus,42005,
Spike glycoprotein (Fragment),,Q1HLC5,"[""4H14""]",,,Bovine coronavirus,11128,
Spore germination protein 270-11,,P22698,,,,Dictyostelium discoideum,44689,
Staphylococcal superantigen-like 3,,Q2G0X7,"[""5D3D"",""5D3I"",""5I4D""]",,,Staphylococcus aureus (strain NCTC 8325 / PS 47),93061,
Streptogrisin-C,,P52320,,,,Streptomyces griseus,1911,
Struthiocalcin-1,,P83514,"[""4UWW"",""4UXM""]",,,Struthio camelus,8801,
Struthiocalcin-2,,P83515,,,,Struthio camelus,8801,
Subtilase cytotoxin subunit B,,Q6EZC3,"[""3DWA"",""3DWP"",""3DWQ"",""4BWG""]",,,Escherichia coli,562,
"Sucrase-isomaltase, intestinal",,O62653,,,,Suncus murinus,9378,
"Sucrase-isomaltase, intestinal",,P23739,,,,Rattus norvegicus,10116,
"Sucrase-isomaltase, intestinal",,P07768,,,,Oryctolagus cuniculus,9986,
"Sucrase-isomaltase, intestinal",,P14410,"[""3LPO"",""3LPP""]",,,Homo sapiens,9606,
Sugar binding protein,,Q7SIF1,"[""1GGP""]",,,Trichosanthes kirilowii,3677,
Sulfoquinovosidase,,P32138,"[""5AED"",""5AEE"",""5AEG"",""5OHT""]",,,Escherichia coli (strain K12),83333,
Superantigen-like protein 11 (Fragment),,A8E1U5,"[""2RDG"",""2RDH""]",,,Staphylococcus aureus,1280,
T-cell surface glycoprotein YE1/48,,P20937,"[""1QO3""]",,,Mus musculus,10090,
Tachycitin,,P91818,"[""1DQC""]",,,Tachypleus tridentatus,6853,
Tachylectin-2,,Q27084,"[""1TL2"",""3KIF"",""3KIH""]",,,Tachypleus tridentatus,6853,
Tail spike protein,,Q9AYY6,"[""2VJI"",""2VJJ"",""2X6W"",""2X6X"",""2X6Y"",""2X85"",""4AVZ"",""4XKV"",""4XKW"",""4XL9"",""4XLA"",""4XLC"",""4XLE"",""4XLF"",""4XLH"",""4XM3"",""4XMY"",""4XN0"",""4XN3"",""4XNF"",""4XON"",""4XOP"",""4XOR"",""4XOT"",""4XQF"",""4XR6"",""4YEJ"",""4YEL"",""6G0X"",""6GVP"",""6GVR""]",,,Enterobacteria phage HK620,155148,
Tail spike protein,,P12528,"[""1CLW"",""1LKT"",""1QA1"",""1QA2"",""1QA3"",""1QQ1"",""1QRB"",""1QRC"",""1TSP"",""1TYU"",""1TYV"",""1TYW"",""1TYX"",""2VFM"",""2VFN"",""2VFO"",""2VFP"",""2VFQ"",""2VKY"",""2VNL"",""2XC1"",""3TH0"",""5GAI""]",,,Salmonella phage P22,10754,
Tail spike protein,,Q9XJP3,"[""2VBE"",""2VBK"",""2VBM"",""4URR""]",,,Shigella phage Sf6,10761,
Tailspike protein,,G3M189,"[""4OJ5"",""4OJ6"",""4OJL"",""4OJO"",""4OJP""]",,,Escherichia phage Cba120,2886902,
Techylectin-5A,,Q9U8W8,"[""1JC9""]",,,Tachypleus tridentatus,6853,
Techylectin-5B,,Q9U8W7,,,,Tachypleus tridentatus,6853,
Techylectin-like protein (Fragments),,P85031,,,,Phoneutria nigriventer,6918,
Tectonin 2,,B0CZL6,"[""5FSB"",""5FSC""]",,,Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686),486041,
Tectonin beta-propeller repeat-containing protein,,Q9VWB0,,,,Drosophila melanogaster,7227,
Tectonin-1,,O61063,,,,Physarum polycephalum,5791,
Tectonin-2,,O61064,,,,Physarum polycephalum,5791,
Tetanus toxin,,P04958,"[""1A8D"",""1AF9"",""1D0H"",""1DFQ"",""1DIW"",""1DLL"",""1FV2"",""1FV3"",""1YVG"",""1YXW"",""1YYN"",""1Z7H"",""3HMY"",""3HN1"",""4J1L"",""5N0B"",""5N0C"",""7BXX"",""7BY4"",""7BY5""]",,,Clostridium tetani (strain Massachusetts / E88),212717,"[""5164""]"
Tetranectin,,P05452,"[""1HTN"",""1RJH"",""1TN3"",""3L9J""]",,,Homo sapiens,9606,
Tetranectin,,Q2KIS7,,,,Bos taurus,9913,
Tetranectin,,P43025,,,,Mus musculus,10090,
Tetranectin-like protein,,P26258,,,,Carcharhinus perezii,303935,
Tissue alpha-L-fucosidase,,P17164,,,,Rattus norvegicus,10116,
Tissue alpha-L-fucosidase,,Q99LJ1,,,,Mus musculus,10090,
Toxin A,,P16154,"[""2F6E"",""2G7C"",""2QJ6"",""3HO6"",""3SRZ"",""3SS1"",""4DMV"",""4DMW"",""4NBX"",""4NBZ"",""4R04"",""5UMI"",""5UQK"",""5UQL""]",,,Clostridioides difficile,1496,
Transaldolase,,Q93092,"[""2CWN"",""2E1D""]",,,Mus musculus,10090,
Transaldolase,,Q9EQS0,,,,Rattus norvegicus,10116,
Transcriptional regulator LsrR,,A9MZF9,,,,Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7),1016998,
Transcriptional regulator LsrR,,B1XEA0,,,,Escherichia coli (strain K12 / DH10B),316385,
Transcriptional regulator LsrR,,Q7N2E0,,,,Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01),243265,
Transcriptional regulator LsrR,,B1IRU8,,,,Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks),481805,
Transcriptional regulator LsrR,,A6TEB9,,,,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),272620,
Transcriptional regulator LsrR,,A8A065,,,,Escherichia coli O9:H4 (strain HS),331112,
Transcriptional regulator LsrR,,B1LFA3,,,,Escherichia coli (strain SMS-3-5 / SECEC),439855,
Transcriptional regulator LsrR,,A7ZLX0,,,,Escherichia coli O139:H28 (strain E24377A / ETEC),331111,
Transcriptional regulator LsrR,,Q57HE3,,,,Salmonella choleraesuis (strain SC-B67),321314,
Transcriptional regulator LsrR,,Q8Z2X4,,,,Salmonella typhi,90370,
Transcriptional regulator LsrR,,Q5PJE8,,,,Salmonella paratyphi A (strain ATCC 9150 / SARB42),295319,
Transcriptional regulator LsrR,,A4WER5,,,,Enterobacter sp. (strain 638),399742,
Transcriptional regulator LsrR,,P76141,"[""4GO1"",""4L4Y"",""4L4Z"",""4L50"",""4L51"",""4L5I"",""4L5J""]",,,Escherichia coli (strain K12),83333,
Transcriptional regulator LsrR,,Q8ZKQ5,,,,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),99287,
Transcriptional regulator LsrR,,Q8XAY6,,,,Escherichia coli O157:H7,83334,
Transketolase,,P50137,,,,Rattus norvegicus,10116,
Transketolase,,P40142,,,,Mus musculus,10090,
Translation initiation factor 2 (IF-2 GTPase),,A4VT01,"[""5BOA"",""5BOB""]",,,Streptococcus suis (strain 05ZYH33),391295,
Trefoil factor 1,,P04155,"[""1HI7"",""1PS2"",""6V1D""]",,,Homo sapiens,9606,
Trefoil factor 3,,Q07654,"[""1E9T"",""1PE3"",""6V1C""]",,,Homo sapiens,9606,
Trehalose 6-phosphate phosphorylase,,Q9CID5,,,,Lactococcus lactis subsp. lactis (strain IL1403),272623,
Truncated lectin 2,,Q01807,,,,Medicago truncatula,3880,
Type 1 fimbiral adhesin FimH,,Q1R2J4,"[""5AAL"",""5AAP"",""5JQI"",""5JR4""]",,,Escherichia coli (strain UTI89 / UPEC),364106,
Type 1 fimbrin D-mannose specific adhesin,,P08191,"[""1KIU"",""1KLF"",""1QUN"",""1TR7"",""1UWF"",""1ZE3"",""2VCO"",""3RFZ"",""3ZL1"",""3ZL2"",""4ATT"",""4AUJ"",""4AUU"",""4AUY"",""4AV0"",""4AV4"",""4AV5"",""4AVH"",""4AVI"",""4AVJ"",""4AVK"",""4CSS"",""4CST"",""4J3O"",""4LOV"",""4X50"",""4X5P"",""4X5Q"",""4X5R"",""4XO8"",""4XO9"",""4XOA"",""4XOB"",""4XOD"",""5ABZ"",""5CGB"",""5F2F"",""5F3F"",""5FS5"",""5FWR"",""5FX3"",""5JCQ"",""5JCR"",""5L4T"",""5L4U"",""5L4V"",""5L4W"",""5L4X"",""5L4Y"",""5MCA"",""5MTS"",""5MUC"",""6E14"",""6E15"",""6G2R"",""6G2S"",""6GTX"",""6GTY"",""6YHW"",""7AYN""]",,,Escherichia coli (strain K12),83333,"[""1890"",""2517"",""2518"",""2520""]"
Type-2 ice-structuring protein,,A0ZT93,"[""2ZIB""]",,,Brachyopsis segaliensis,1633465,
Type-2 ice-structuring protein,,P05140,"[""2AFP""]",,,Hemitripterus americanus,8094,
Type-2 ice-structuring protein,,Q01758,,,,Osmerus mordax,8014,
U5-theraphotoxin-Hs1a 1,,Q86C51,"[""1QK7""]",,,Cyriopagopus schmidti,29017,
U5-theraphotoxin-Hs1a 3,,B3FIS2,,,,Cyriopagopus schmidti,29017,
U5-theraphotoxin-Hs1a 4,,B3FIS3,,,,Cyriopagopus schmidti,29017,
U5-theraphotoxin-Hs1a 5,,B3FIS4,,,,Cyriopagopus schmidti,29017,
U5-theraphotoxin-Hs1a 6,,B3FIS5,,,,Cyriopagopus schmidti,29017,
U5-theraphotoxin-Hs1b 1,,B3FIS6,"[""6AV8""]",,,Cyriopagopus schmidti,29017,
U5-theraphotoxin-Hs1b 2,,B3FIS7,,,,Cyriopagopus schmidti,29017,
U5-theraphotoxin-Hs1c,,B3FIS0,,,,Cyriopagopus schmidti,29017,
U5-theraphotoxin-Hs1d,,B3FIS1,,,,Cyriopagopus schmidti,29017,
UDP-N-acetylhexosamine pyrophosphorylase,,Q91YN5,"[""1VM8""]",,,Mus musculus,10090,
Uncharacterized family 31 glucosidase C1039.11c,,Q9URX4,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843),284812,
Uncharacterized family 31 glucosidase C30D11.01c,,Q09901,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843),284812,
Uncharacterized family 31 glucosidase ORF2 (Fragment),,Q01336,,,,Pseudescherichia vulneris,566,
Uncharacterized glycosidase Rv0584,,O86365,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,
Uncharacterized glycosyl hydrolase ML0392,,Q49736,,,,Mycobacterium leprae (strain TN),272631,
Uncharacterized glycosyl hydrolase MT2062,,P9WN14,,,,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),83331,
Uncharacterized glycosyl hydrolase MT3509,,P9WN12,,,,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),83331,
Uncharacterized glycosyl hydrolase Rv2006,,P9WN15,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,
Uncharacterized glycosyl hydrolase Rv3401,,P9WN13,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,
Uncharacterized isomerase YHR210C,,P38893,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,
Uncharacterized isomerase YNR071C,,P53757,"[""1YGA""]",,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,
Uncharacterized protein,,Q7N8J0,"[""5C9L"",""5C9O"",""5C9P"",""7B7C"",""7B7E"",""7B7F"",""7BB4"",""7BBC"",""7BBI""]",,,Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01),243265,
Uncharacterized protein,,C7BLE4,"[""5MXE"",""5MXF"",""5MXG"",""5MXH"",""6F5W"",""6FHX"",""6FHY"",""6FLU"",""6RGJ"",""6RGR"",""6RGU"",""6RGW""]",,,Photorhabdus asymbiotica subsp. asymbiotica (strain ATCC 43949 / 3105-77),553480,
Uncharacterized protein,,D7DTD6,"[""7BSB"",""7BSM"",""7BSN"",""7BT8"",""7BT9"",""7BTH"",""7BTL"",""7DED""]",,,Methanococcus voltae (strain ATCC BAA-1334 / A3),456320,
Uncharacterized protein,,Q3KJ04,"[""4FBO""]",,,Pseudomonas fluorescens (strain Pf0-1),205922,
Uncharacterized protein,,I2GUG1,"[""4Y9V""]",,,Acinetobacter phage AP22,1187128,
Uncharacterized protein HI_1028,,P44992,,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),71421,
Uncharacterized protein MT1462,,P9WLX8,,,,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),83331,
Uncharacterized protein Mb1454,,P64850,,,,Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),233413,
Uncharacterized protein PHLOEM PROTEIN 2-LIKE A4,,Q9C8U9,,,,Arabidopsis thaliana,3702,
Uncharacterized protein PHLOEM PROTEIN 2-LIKE A7,,Q9FHE5,,,,Arabidopsis thaliana,3702,
Uncharacterized protein Rv1419,,P9WLX9,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,
Uncharacterized protein YihR,,P32139,,,,Escherichia coli (strain K12),83333,
Uncharacterized protein YiiZ,,P43020,,,,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),99287,
Uncharacterized protein YphB,,P76584,"[""3NRE""]",,,Escherichia coli (strain K12),83333,
Uncharacterized protein YphG,,P76585,,,,Escherichia coli (strain K12),83333,
Uncharacterized secreted glycosidase ARB_07629,,D4ATR3,,,,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371),663331,
Uncharacterized transcriptional regulator YjhU,,P39356,,,,Escherichia coli (strain K12),83333,
VIP36-like protein,,Q5RCF0,,,,Pongo abelii,9601,
VP1,,B5BTR7,"[""4WZE"",""4WZK"",""4WZL"",""4X06"",""4X07"",""6H9V""]",,,Norovirus Hu/GII-4/Saga4/2006/JP,546981,
VP1,,K4LM89,"[""4OOS"",""4OP7"",""4WZT"",""4X0C"",""4X7D"",""5J35"",""5J3O"",""6EWB"",""7JIE""]",,,Norovirus Hu/GII.4/Sydney/NSW0514/2012/AU,1241973,
VP1,,M4H3L5,"[""5ZUQ""]",,,Norovirus Hu/GII.17/C142/GF/1978,1204239,
VP1,,D0QJ68,"[""5IYN"",""5IYP"",""5IYQ"",""5IYR"",""5IYW""]",,,Norovirus Hu/GII.4/CHDC2094/1974/US,660656,
VP1,,B5BTT5,"[""4OOX"",""4OPO""]",,,Norovirus Hu/GII-4/Kumamoto5/2006/JP,546987,
VP1,,A0A076JB57,"[""5F4J""]",,,Norovirus GII/Hu/JP/2002/GII.P16_GII.17/Saitama/T87,1529916,
VP1 (Fragment),,C0JPK1,"[""4FMG"",""4FMH"",""4FMI"",""4FMJ""]",,,Merkel cell polyomavirus,493803,
VP1 (Fragment),,M4QNL3,"[""5LFE""]",,,Norovirus Hu/GII.4/Sydney/NSW0514/2012/AU,1241973,
